anio_mat,entidad_id,ent_regis,municipio_id,mun_regis,tipo_div,causa,hijos,custodia,pension,edad_mdiv1,escol_div1,con_acdiv1,sexo_div1,edad_mdiv2,escol_div2,con_acdiv2,sexo_div2
2015,15,México,24,Tijuana,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,Trabaja,Mujer,21,Preparatoria o equivalente,Trabaja,Hombre
2015,15,México,121,Acapulco de Juárez,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,27,Secundaria o equivalente,Trabaja,Hombre,19,Superior,Trabaja,Mujer
2015,15,México,58,Escobedo,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Secundaria o equivalente,Trabaja,Mujer,18,No especificada,No especificada,Hombre
2015,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Superior,Trabaja,Hombre,17,Secundaria o equivalente,Trabaja,Mujer
2015,15,México,81,Ahumada,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2015,15,México,31,Comondú,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Secundaria o equivalente,No trabaja,Mujer,22,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,14,Cosío,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,22,Secundaria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2015,15,México,99,Milpa Alta,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Secundaria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2015,15,México,33,La Paz,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,17,Preparatoria o equivalente,Trabaja,Mujer,21,Preparatoria o equivalente,Trabaja,Hombre
2015,15,México,64,Coquimatlán,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,Trabaja,Mujer,18,Preparatoria o equivalente,Trabaja,Hombre
2015,15,México,64,Coquimatlán,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,16,Secundaria o equivalente,No trabaja,Mujer,19,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,86,Bachíniva,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,18,Secundaria o equivalente,Trabaja,Mujer,19,Primaria completa,Trabaja,Hombre
2015,15,México,14,Cosío,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Secundaria o equivalente,Trabaja,Mujer,25,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,99,Milpa Alta,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,21,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,No trabaja,Mujer
2015,15,México,99,Milpa Alta,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,24,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,15,México,51,Abasolo,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,15,Primaria incompleta,Trabaja,Mujer,22,Primaria completa,Trabaja,Hombre
2015,15,México,51,Abasolo,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,15,Primaria completa,No trabaja,Mujer,22,Primaria completa,Trabaja,Hombre
2015,15,México,42,Campeche,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Secundaria o equivalente,No trabaja,Mujer,21,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,14,Cosío,Judicial,Voluntario unilateral,1,no se otorga,No especificado,17,Secundaria o equivalente,No trabaja,Mujer,22,Preparatoria o equivalente,No trabaja,Hombre
2015,15,México,65,Cuauhtémoc,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,Trabaja,Mujer,20,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,104,Cuencamé,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Hombre,17,Preparatoria o equivalente,No trabaja,Mujer
2015,15,México,51,Abasolo,Judicial,Voluntario unilateral,1,no se otorga,No especificado,17,Secundaria o equivalente,No trabaja,Mujer,20,Primaria completa,Trabaja,Hombre
2015,15,México,121,Acapulco de Juárez,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,21,Secundaria o equivalente,Trabaja,Hombre,17,Secundaria o equivalente,No trabaja,Mujer
2015,15,México,24,Tijuana,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,16,Secundaria o equivalente,No trabaja,Mujer,17,Preparatoria o equivalente,Trabaja,Hombre
2015,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,18,Primaria completa,No trabaja,Mujer,23,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,81,Ahumada,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,20,Preparatoria o equivalente,No trabaja,Hombre,18,Secundaria o equivalente,No trabaja,Mujer
2015,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,1,no se otorga,Ninguno,19,Primaria completa,Trabaja,Hombre,17,Secundaria o equivalente,No trabaja,Mujer
2015,15,México,57,Cuatro Ciénegas,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,16,Secundaria o equivalente,Trabaja,Mujer,18,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,58,Escobedo,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,No especificada,No especificada,Hombre,16,No especificada,No especificada,Mujer
2015,15,México,39,Loreto,Judicial,Mutuo consentimiento,2,Divorciante 1,Hijos,19,Secundaria o equivalente,Trabaja,Mujer,27,Superior,Trabaja,Hombre
2015,15,México,39,Loreto,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,No trabaja,Mujer,20,Preparatoria o equivalente,Trabaja,Hombre
2015,15,México,24,Tijuana,Judicial,Mutuo consentimiento,1,no se otorga,Ninguno,18,Secundaria o equivalente,Trabaja,Mujer,19,Preparatoria o equivalente,Trabaja,Hombre
2015,15,México,99,Milpa Alta,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,Trabaja,Mujer,17,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,58,Escobedo,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,17,Secundaria o equivalente,No trabaja,Mujer,99,No especificada,No especificada,Hombre
2015,15,México,99,Milpa Alta,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,22,Carrera técnica,Trabaja,Hombre,17,Preparatoria o equivalente,Trabaja,Mujer
2015,15,México,121,Acapulco de Juárez,Judicial,Voluntario unilateral,1,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,99,No especificada,No especificada,Hombre
2015,15,México,88,Batopilas de Manuel Gómez Morín,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,99,No especificada,No especificada,Hombre
2015,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,No trabaja,Mujer,99,No especificada,No especificada,Hombre
2015,15,México,121,Acapulco de Juárez,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Carrera técnica,Trabaja,Hombre,16,Preparatoria o equivalente,Trabaja,Mujer
2015,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,99,No especificado,Ninguno,16,Secundaria o equivalente,No trabaja,Mujer,16,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,24,Tijuana,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Superior,No trabaja,Mujer,19,Superior,Trabaja,Hombre
2015,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,17,Preparatoria o equivalente,Trabaja,Mujer,21,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,99,Milpa Alta,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,19,Preparatoria o equivalente,Trabaja,Hombre
2015,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos y Divorciante 2,19,Preparatoria o equivalente,Trabaja,Mujer,99,No especificada,No especificada,Hombre
2015,15,México,25,Playas de Rosarito,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,21,Superior,Trabaja,Hombre,19,Superior,No trabaja,Mujer
2015,15,México,57,Cuatro Ciénegas,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,18,Preparatoria o equivalente,Trabaja,Mujer,18,Preparatoria o equivalente,Trabaja,Hombre
2015,15,México,24,Tijuana,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,Preparatoria o equivalente,No trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,15,México,39,Loreto,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,18,Preparatoria o equivalente,No trabaja,Mujer,21,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,24,Tijuana,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Secundaria o equivalente,No trabaja,Mujer,20,Preparatoria o equivalente,No trabaja,Hombre
2015,15,México,121,Acapulco de Juárez,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,21,Secundaria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,15,México,51,Abasolo,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos y Divorciante 1,19,Secundaria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2015,15,México,121,Acapulco de Juárez,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,20,Preparatoria o equivalente,Trabaja,Hombre,19,Superior,No trabaja,Mujer
2015,15,México,64,Coquimatlán,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,22,Secundaria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,No trabaja,Mujer
2015,15,México,58,Escobedo,Judicial,Voluntario unilateral,1,no se otorga,Ninguno,15,Secundaria o equivalente,Trabaja,Mujer,22,No especificada,No especificada,Hombre
2015,15,México,33,La Paz,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,22,Secundaria o equivalente,Trabaja,Hombre,17,Secundaria o equivalente,No trabaja,Mujer
2015,15,México,33,La Paz,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,17,Preparatoria o equivalente,Trabaja,Mujer,19,Preparatoria o equivalente,Trabaja,Hombre
2015,15,México,51,Abasolo,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos y Divorciante 2,16,Secundaria o equivalente,No trabaja,Mujer,18,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,39,Loreto,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,15,México,24,Tijuana,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,25,Secundaria o equivalente,Trabaja,Hombre,16,Secundaria o equivalente,Trabaja,Mujer
2015,15,México,106,General Simón Bolívar,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,18,Superior,Trabaja,Hombre,18,Superior,Trabaja,Mujer
2015,15,México,101,Canatlán,Judicial,Voluntario unilateral,2,Divorciante 1,Hijos,19,Secundaria o equivalente,Trabaja,Mujer,20,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,121,Acapulco de Juárez,Judicial,Voluntario unilateral,1,no se otorga,Ninguno,18,Secundaria o equivalente,No trabaja,Mujer,99,No especificada,No especificada,Hombre
2015,15,México,54,Arteaga,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Preparatoria o equivalente,No trabaja,Mujer,36,Preparatoria o equivalente,Trabaja,Hombre
2015,15,México,57,Cuatro Ciénegas,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,16,Preparatoria o equivalente,No trabaja,Mujer,18,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,51,Abasolo,Judicial,Voluntario unilateral,2,Divorciante 1,Hijos,19,Secundaria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2015,15,México,24,Tijuana,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Superior,No trabaja,Mujer,20,Preparatoria o equivalente,No trabaja,Hombre
2015,15,México,51,Abasolo,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Preparatoria o equivalente,No trabaja,Mujer,26,Preparatoria o equivalente,No trabaja,Hombre
2015,15,México,42,Campeche,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,17,Secundaria o equivalente,Trabaja,Mujer,30,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,57,Cuatro Ciénegas,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,17,Preparatoria o equivalente,No trabaja,Mujer,22,Preparatoria o equivalente,Trabaja,Hombre
2015,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,No especificada,No trabaja,Mujer,19,No especificada,No trabaja,Hombre
2015,15,México,101,Canatlán,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Primaria completa,No trabaja,Mujer,18,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,51,Abasolo,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Primaria incompleta,No trabaja,Mujer,19,Primaria completa,Trabaja,Hombre
2015,15,México,51,Abasolo,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,25,Secundaria o equivalente,Trabaja,Hombre,16,Secundaria o equivalente,No trabaja,Mujer
2015,15,México,86,Bachíniva,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,16,Secundaria o equivalente,No trabaja,Mujer,99,No especificada,No especificada,Hombre
2015,15,México,99,Milpa Alta,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,18,Superior,No trabaja,Mujer,18,Superior,No trabaja,Hombre
2015,15,México,24,Tijuana,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,21,Preparatoria o equivalente,Trabaja,Hombre,18,Superior,Trabaja,Mujer
2015,15,México,39,Loreto,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Secundaria o equivalente,Trabaja,Hombre,17,Secundaria o equivalente,No trabaja,Mujer
2015,15,México,54,Arteaga,Judicial,Voluntario unilateral,1,no se otorga,Ninguno,17,Secundaria o equivalente,No trabaja,Mujer,22,Secundaria o equivalente,No trabaja,Hombre
2015,15,México,58,Escobedo,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,27,Preparatoria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2015,15,México,33,La Paz,Judicial,Voluntario unilateral,2,Divorciante 2,Hijos,20,Superior,Trabaja,Hombre,18,Superior,No trabaja,Mujer
2015,15,México,24,Tijuana,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,17,Secundaria o equivalente,Trabaja,Mujer,23,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,81,Ahumada,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,Trabaja,Mujer,29,Secundaria o equivalente,Trabaja,Hombre
2016,15,México,33,La Paz,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,32,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,15,México,57,Cuatro Ciénegas,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,20,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,15,México,51,Abasolo,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos y Divorciante 2,19,Preparatoria o equivalente,No trabaja,Mujer,21,Secundaria o equivalente,Trabaja,Hombre
2016,15,México,24,Tijuana,Judicial,Voluntario unilateral,2,Divorciante 2,Hijos,18,Superior,No trabaja,Mujer,19,Superior,No trabaja,Hombre
2016,15,México,51,Abasolo,Judicial,Voluntario unilateral,1,no se otorga,No especificado,19,Secundaria o equivalente,Trabaja,Mujer,19,Secundaria o equivalente,Trabaja,Hombre
2016,15,México,86,Bachíniva,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,18,Secundaria o equivalente,No trabaja,Mujer,20,Secundaria o equivalente,Trabaja,Hombre
2016,15,México,104,Cuencamé,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,20,Superior,Trabaja,Hombre
2016,15,México,13,Calvillo,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Secundaria o equivalente,No trabaja,Mujer,23,Preparatoria o equivalente,Trabaja,Hombre
2016,15,México,121,Acapulco de Juárez,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos y Divorciante 2,17,Preparatoria o equivalente,Trabaja,Mujer,20,Secundaria o equivalente,Trabaja,Hombre
2016,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,Trabaja,Mujer,23,Secundaria o equivalente,Trabaja,Hombre
2016,15,México,51,Abasolo,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Carrera técnica,No trabaja,Mujer,20,Carrera técnica,Trabaja,Hombre
2016,15,México,33,La Paz,Judicial,Voluntario unilateral,2,Divorciante 1,Hijos y Divorciante 2,19,Secundaria o equivalente,No trabaja,Mujer,25,Secundaria o equivalente,Trabaja,Hombre
2016,15,México,24,Tijuana,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,24,Superior,Trabaja,Hombre,18,Superior,Trabaja,Mujer
2016,15,México,57,Cuatro Ciénegas,Judicial,Voluntario unilateral,0,no se otorga,Divorciante 2,25,Superior,Trabaja,Hombre,18,No especificada,No trabaja,Mujer
2016,15,México,33,La Paz,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,23,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,15,México,65,Cuauhtémoc,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,No trabaja,Mujer,21,Secundaria o equivalente,Trabaja,Hombre
2016,15,México,31,Comondú,Judicial,Voluntario unilateral,1,no se otorga,No especificado,24,Secundaria o equivalente,Trabaja,Hombre,16,Secundaria o equivalente,No trabaja,Mujer
2016,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,17,Secundaria o equivalente,Trabaja,Mujer,21,Secundaria o equivalente,Trabaja,Hombre
2016,15,México,33,La Paz,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,26,Preparatoria o equivalente,No trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2016,15,México,13,Calvillo,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,No trabaja,Mujer,23,Preparatoria o equivalente,Trabaja,Hombre
2016,15,México,106,General Simón Bolívar,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,26,Superior,Trabaja,Hombre,18,Carrera técnica,Trabaja,Mujer
2016,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,18,Secundaria o equivalente,Trabaja,Mujer,18,Secundaria o equivalente,Trabaja,Hombre
2016,15,México,51,Abasolo,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,27,Preparatoria o equivalente,Trabaja,Hombre,18,No especificada,No especificada,Mujer
2016,15,México,39,Loreto,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,28,Preparatoria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,No trabaja,Mujer
2016,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,17,Secundaria o equivalente,Trabaja,Mujer,20,Preparatoria o equivalente,Trabaja,Hombre
2016,15,México,88,Batopilas de Manuel Gómez Morín,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,36,Primaria completa,Trabaja,Hombre,18,Secundaria o equivalente,No trabaja,Mujer
2016,15,México,110,El Llano,Judicial,Voluntario unilateral,1,no se otorga,No especificado,20,Secundaria o equivalente,Trabaja,Hombre,17,Carrera técnica,Trabaja,Mujer
2016,15,México,33,La Paz,Judicial,Voluntario unilateral,1,no se otorga,Ninguno,18,Secundaria o equivalente,No trabaja,Mujer,99,No especificada,No especificada,Hombre
2016,15,México,106,General Simón Bolívar,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,18,Secundaria o equivalente,Trabaja,Mujer,19,Secundaria o equivalente,Trabaja,Hombre
2016,15,México,104,Cuencamé,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,Preparatoria o equivalente,No trabaja,Mujer,21,Preparatoria o equivalente,Trabaja,Hombre
2016,15,México,104,Cuencamé,Judicial,Voluntario unilateral,2,Divorciante 1,Hijos,19,Preparatoria o equivalente,No trabaja,Mujer,19,Secundaria o equivalente,Trabaja,Hombre
2016,15,México,122,Ahuacuotzingo,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,16,Secundaria o equivalente,Trabaja,Mujer,18,Secundaria o equivalente,Trabaja,Hombre
2016,15,México,121,Acapulco de Juárez,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,20,Preparatoria o equivalente,Trabaja,Hombre
2016,15,México,51,Abasolo,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Primaria completa,No trabaja,Mujer,34,Secundaria o equivalente,Trabaja,Hombre
2016,15,México,24,Tijuana,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,21,Superior,No trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2016,15,México,81,Ahumada,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,17,Superior,Trabaja,Hombre,15,Preparatoria o equivalente,No trabaja,Mujer
2016,15,México,51,Abasolo,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Primaria completa,Trabaja,Hombre,18,Primaria completa,No trabaja,Mujer
2016,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,22,Secundaria o equivalente,Trabaja,Hombre
2016,15,México,99,Milpa Alta,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Superior,No trabaja,Mujer,21,No especificada,No especificada,Hombre
2016,15,México,24,Tijuana,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2016,15,México,57,Cuatro Ciénegas,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,18,Preparatoria o equivalente,Trabaja,Mujer,18,Preparatoria o equivalente,Trabaja,Hombre
2016,15,México,121,Acapulco de Juárez,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Secundaria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,15,México,54,Arteaga,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,18,Preparatoria o equivalente,No trabaja,Mujer,23,Preparatoria o equivalente,Trabaja,Hombre
2016,15,México,99,Milpa Alta,Judicial,Voluntario unilateral,3,Divorciante 1,Hijos,22,Secundaria o equivalente,Trabaja,Hombre,18,Primaria completa,Trabaja,Mujer
2016,15,México,51,Abasolo,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,No trabaja,Mujer,18,Preparatoria o equivalente,Trabaja,Hombre
2016,15,México,45,Hecelchakán,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Carrera técnica,Trabaja,Mujer,22,Preparatoria o equivalente,Trabaja,Hombre
2016,15,México,122,Ahuacuotzingo,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,21,Secundaria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,No trabaja,Mujer
2016,15,México,13,Calvillo,Judicial,Voluntario unilateral,1,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,24,Sin escolaridad,No trabaja,Hombre
2016,15,México,13,Calvillo,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2016,15,México,54,Arteaga,Judicial,Voluntario unilateral,2,Divorciante 1,Hijos,19,Primaria completa,Trabaja,Mujer,29,Primaria completa,No especificada,Hombre
2016,15,México,58,Escobedo,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,18,Preparatoria o equivalente,No trabaja,Mujer,25,Superior,Trabaja,Hombre
2016,15,México,104,Cuencamé,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,18,Preparatoria o equivalente,No trabaja,Mujer,19,Preparatoria o equivalente,Trabaja,Hombre
2016,15,México,33,La Paz,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Secundaria o equivalente,Trabaja,Mujer,99,No especificada,No especificada,Hombre
2016,15,México,33,La Paz,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,18,Secundaria o equivalente,No trabaja,Mujer,25,Preparatoria o equivalente,Trabaja,Hombre
2016,15,México,33,La Paz,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos y Divorciante 1,19,Preparatoria o equivalente,Trabaja,Hombre,18,Superior,No trabaja,Mujer
2016,15,México,121,Acapulco de Juárez,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,22,Preparatoria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2016,15,México,33,La Paz,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,26,Preparatoria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2016,15,México,13,Calvillo,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2016,15,México,42,Campeche,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,23,Superior,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2016,15,México,99,Milpa Alta,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,15,México,58,Escobedo,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,18,Preparatoria o equivalente,Trabaja,Mujer,99,No especificada,No especificada,Hombre
2016,15,México,81,Ahumada,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Superior,Trabaja,Hombre,16,Preparatoria o equivalente,No trabaja,Mujer
2016,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,22,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,17,Secundaria o equivalente,Trabaja,Hombre,17,Preparatoria o equivalente,No trabaja,Mujer
2017,15,México,51,Abasolo,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,26,Preparatoria o equivalente,Trabaja,Hombre
2017,15,México,33,La Paz,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,99,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2017,15,México,57,Cuatro Ciénegas,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Superior,No trabaja,Mujer,21,Superior,Trabaja,Hombre
2017,15,México,121,Acapulco de Juárez,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,29,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
